Id,species1,species2,species3
sample_64,0.00693265586584653,0.993063652139243,3.69199491016233e-06
sample_65,0.000249247782407501,7.94373606193469e-06,0.999742808481531
sample_66,0.997160693595041,0.00217990147871534,0.000659404926243314
sample_67,0.805891981382485,0.19409711648588,1.09021316356646e-05
sample_68,0.960144605887419,4.65295172291575e-05,0.0398088645953519
sample_69,0.000552918424029152,0.999442411193927,4.67038204413419e-06
sample_70,0.994031608060316,0.000250451567998649,0.00571794037168491
sample_71,0.996805214226212,0.000522653419289826,0.0026721323544977
sample_72,0.996962612530929,0.000701899087486417,0.00233548838158466
sample_73,0.997771383077761,0.000697949925462395,0.00153066699677684
sample_74,0.99746267574018,0.00109719260626518,0.00144013165355474
sample_75,0.0020922005176833,0.997904120383723,3.67909859374319e-06
sample_76,0.997172354589963,0.000474871146943264,0.00235277426309379
sample_77,0.219507258371827,1.53708095761878e-05,0.780477370818597
sample_78,0.911481452132233,2.34036860864527e-05,0.0884951441816806
sample_79,0.00120052622926618,0.998792223256934,7.25051379986569e-06
sample_80,5.40383569411888e-05,0.99992953240982,1.64292332391804e-05
sample_81,3.63371239620849e-05,2.64043244394881e-05,0.999937258551599
sample_82,6.38109538026955e-05,0.99990559494544,3.05941007573175e-05
sample_83,0.252805477023532,0.747181430001459,1.30929750087216e-05
sample_84,0.000385958407521388,7.20588541395663e-06,0.999606835707065
sample_85,0.99373886176793,0.00602223888096818,0.000238899351102144
sample_86,0.966413397053561,0.0335523909680898,3.42119783493008e-05
sample_87,0.00167921573499366,0.998311430341351,9.3539236552402e-06
sample_88,0.986591802630485,0.0133143363665042,9.3861003011026e-05
sample_89,0.00408849963070496,0.995907622984177,3.87738511773176e-06
sample_90,0.00215499153936421,3.3820489939097e-06,0.997841626411642
sample_91,0.000850062260360655,0.999142457817882,7.47992175729771e-06
sample_92,0.00153450553536098,1.11597210409532e-05,0.998454334743598
sample_93,0.000433640932684651,0.999553559621712,1.27994456035799e-05
sample_94,0.00010318435969492,0.9998819205842,1.48950561048524e-05
sample_95,0.992526074812524,0.000147222017519156,0.0073267031699572
sample_96,0.99812546907316,0.00133644209473251,0.000538088832107354
sample_97,0.997726300207069,0.00181884496107339,0.000454854831858072
sample_98,0.00852409841615787,1.20287891265439e-05,0.991463872794716
sample_99,0.921690738768943,2.72930250879832e-05,0.0782819682059693
sample_100,0.00978996293454426,0.99020325528354,6.78178191537694e-06
sample_101,0.473478182930604,0.526513138501317,8.67856807942276e-06
sample_102,8.96986937593406e-05,5.99588043665548e-06,0.999904305425804
sample_103,0.000385051001946184,0.999609588898998,5.36009905548402e-06
sample_104,0.0883644956037476,0.911597325410482,3.81789857703168e-05
sample_105,0.0523601243535009,0.947635092517943,4.78312855651976e-06
sample_106,0.00402382872945404,3.4751634550144e-06,0.995972696107091
sample_107,0.153188183188343,1.07954995940126e-05,0.846801021312063
sample_108,4.75447775966458e-05,3.23485379362918e-05,0.999920106684467
sample_109,0.0442431904220715,0.955751981240986,4.82833694214021e-06
sample_110,0.98932455822309,0.000105606694136634,0.0105698350827732
sample_111,0.150056968446725,1.03618450382012e-05,0.849932669708237
sample_112,0.294537316795015,0.705439617237391,2.30659675939703e-05
sample_113,0.998308380588592,0.000584071993285103,0.00110754741812266
sample_114,0.00444667465906098,1.24632813441471e-05,0.995540862059595
sample_115,0.000744147998595471,0.999250814932954,5.03706845039875e-06
sample_116,0.000251016687929805,5.19791387390053e-06,0.999743785398196
sample_117,0.998464131204703,0.000493515028742179,0.00104235376655465
sample_118,0.00313337638818622,0.996862298653978,4.32495783577624e-06
sample_119,0.988028425955397,0.000144879340560791,0.0118266947040417
sample_120,0.979221291823466,0.0207180459303184,6.06622462151456e-05
sample_121,4.61375298121088e-05,0.999927614208387,2.62482618009283e-05
sample_122,0.0250051076768432,0.974990796934049,4.09538910789294e-06
sample_123,0.00136008205197377,0.998635844551651,4.0733963755085e-06
sample_124,0.000266611889658908,0.99972059401712,1.27940932215496e-05
sample_125,0.0228563894751497,5.93678917101598e-06,0.977137673735679
sample_126,3.08969547573329e-05,1.60214068132309e-05,0.999953081638429
sample_127,0.00290133882710328,0.997069587690016,2.90734828810048e-05
sample_128,0.977064260129922,7.60842599864923e-05,0.0228596556100915
sample_129,0.000425957759955293,0.99956868093184,5.36130820451192e-06
sample_130,0.00587302080370243,4.71519268041721e-06,0.994122264003617
sample_131,0.000154316010075379,0.999815084986929,3.05990029955406e-05
sample_132,0.00800372151862743,4.99302867975795e-06,0.991991285452693
sample_133,0.000314473840961104,1.16087255456357e-05,0.999673917433493
sample_134,0.994223751925501,0.00550532122401122,0.00027092685048774
sample_135,0.00185717683601541,7.43151359307554e-06,0.998135391650391
sample_136,0.965337040090116,4.27004340506328e-05,0.0346202594758334
sample_137,0.00192546043215102,3.71211579322875e-06,0.998070827452056
sample_138,0.954075900241062,0.0458968461636557,2.72535952820656e-05
sample_139,6.06802777305831e-05,0.999925320581557,1.39991407118874e-05
sample_140,0.000262824076850685,2.32891265817754e-05,0.999713886796568
sample_141,0.000318601281105504,0.999642951209698,3.84475091962758e-05
sample_142,0.00695595775634167,0.993039948484768,4.09375889068398e-06
sample_143,5.97354332134428e-05,0.999919024964725,2.12396020618831e-05
sample_144,0.000276805249064403,4.72766739016249e-06,0.999718467083545
sample_145,0.997424034368049,0.00196858446017443,0.000607381171776475
sample_146,0.985021804164056,0.0149158771667417,6.23186692018438e-05
sample_147,0.995545145815063,0.000415773683903567,0.00403908050103303
sample_148,0.995306186779969,0.000414710360070688,0.00427910285996065
sample_149,0.806461296532474,0.19352710037692,1.16030906065295e-05
sample_150,0.981636697233059,0.000101689186077841,0.0182616135808631
sample_151,0.991746424058144,0.00814332721967895,0.000110248722177543
sample_152,0.398327748536571,3.68315777861853e-05,0.601635419885643
sample_153,0.995509542515912,0.000160123424401953,0.00433033405968635
sample_154,0.00309295725821775,6.68738785702362e-06,0.996900355353925
sample_155,3.46137007700188e-05,1.01425715571678e-05,0.999955243727673
sample_156,0.609844571996947,6.66622405248045e-05,0.390088765762529
sample_157,3.04035313964383e-05,1.91132674998249e-05,0.999950483201104
sample_158,5.73172932869303e-05,2.25883456243726e-05,0.999920094361089
sample_159,0.000105885031715476,0.999871594969429,2.25199988558312e-05
sample_160,0.912781001032134,0.0872035331303654,1.54658375002055e-05
sample_161,0.000681924092700457,0.999313132761781,4.94314551825454e-06
sample_162,7.00075269652626e-05,0.999882095537053,4.78969359818576e-05
sample_163,0.990863114827267,0.000192328932902757,0.00894455623983033
sample_164,0.00272818946851451,0.997267488530179,4.3220013069701e-06
sample_165,5.53796032216576e-05,2.46785992733555e-05,0.999919941797505
sample_166,0.992175564191571,0.000212553974205145,0.00761188183422379
sample_167,0.000134754307038073,1.19748377792278e-05,0.999853270855183
sample_168,0.0117206678449625,4.17592512427791e-06,0.988275156229913
sample_169,0.0011240981424707,0.998871833521872,4.06833565717458e-06
sample_170,0.0382530078247159,0.96174211185316,4.88032212360428e-06
sample_171,5.46673919647916e-05,1.70582796444542e-05,0.999928274328391
sample_172,2.89106717571373e-05,1.79870591215909e-05,0.999953102269121
sample_173,2.6375536538978e-05,1.47436555278258e-05,0.999958880807933
sample_174,2.70483748167369e-05,1.35735670652311e-05,0.999959378058118
sample_175,4.65812581423194e-05,0.999922444137039,3.09746048188923e-05
sample_176,0.000202526802435521,0.999790830519867,6.64267769719225e-06
sample_177,0.202891552936961,1.01486815641954e-05,0.797098298381475
sample_178,0.000664254422377363,0.999330340364709,5.40521291325163e-06
sample_179,8.70126080998423e-05,6.31705928958704e-06,0.999906670332611
sample_180,0.000117346108706268,0.999872770076045,9.88381524865922e-06
sample_181,0.354504573891622,8.28234007886389e-05,0.64541260270759
sample_182,0.00106477621653122,0.99893113147969,4.09230377941246e-06
sample_183,0.997684745575926,0.000688918780345465,0.00162633564372891
sample_184,0.179795339949532,0.82016682365975,3.78363907187506e-05
sample_185,0.994298778223755,0.00555316855752306,0.000148053218722085
sample_186,6.91740076794661e-05,0.99991833095366,1.24950386602499e-05
sample_187,0.000239833971705509,0.999747014189688,1.31518386063686e-05
sample_188,0.995578433655318,0.00426244260953763,0.000159123735144482
sample_189,0.00563273416979433,5.82121985740101e-06,0.994361444610348
sample_190,0.00406635210012987,0.995921758956812,1.18889430579675e-05
sample_191,0.933526882020976,0.0664533411874973,1.97767915271892e-05
sample_192,0.215007146774653,0.784972262288471,2.059093687529e-05
sample_193,0.413619293017837,1.0221075044418e-05,0.586370485907118
sample_194,0.0674092919210894,0.932574417329521,1.62907493889044e-05
sample_195,0.990653997419421,0.000193068634207965,0.00915293394637062
sample_196,0.895565959400317,0.104419356364367,1.46842353153927e-05
sample_197,0.978820389947749,8.46193369648348e-05,0.0210949907152862
sample_198,0.00170658634047996,0.998288236197608,5.17746191149488e-06
sample_199,0.444608410942244,1.38249132553276e-05,0.5553777641445
sample_200,0.0984180686405206,0.901575078090355,6.85326912409516e-06
sample_201,0.996628657302407,0.000647110845658269,0.00272423185193507
sample_202,0.995736515068306,0.00397958156171359,0.000283903369980373
sample_203,0.993820415628847,0.00602740899471145,0.000152175376441387
sample_204,0.000235795130570528,4.29919230727243e-06,0.999759905677122
sample_205,5.71496474445726e-05,0.999926901936773,1.59484157818913e-05
sample_206,0.862693674803252,0.13727310057252,3.32246242281047e-05
sample_207,0.00062201772719412,1.39059584862313e-05,0.99936407631432
sample_208,0.00416331806000864,0.995831766289035,4.91565095636037e-06
sample_209,0.626446545998143,0.373544521530295,8.93247156260921e-06
sample_210,0.0192571371528834,4.27732739995075e-05,0.980700089573117
sample_211,0.94487450795641,0.0551023933222239,2.30987213659234e-05
sample_212,0.921042760319139,0.0789354881472872,2.17515335735586e-05
sample_213,0.00149331427840513,5.83344434808391e-06,0.998500852277247
sample_214,0.988065375939863,0.0118282460735128,0.000106377986624457
sample_215,0.0444596442155979,5.2760181425854e-06,0.955535079766259
sample_216,2.84345547326545e-05,1.26341585107831e-05,0.999958931286757
sample_217,0.124676081552906,0.875316717186862,7.20126023204804e-06
sample_218,0.00650738123494036,0.993489003345616,3.6154194434556e-06
sample_219,0.000103182810408578,5.64382670945979e-06,0.999891173362882
sample_220,0.00456576116635805,0.995422279502491,1.19593311507345e-05
sample_221,0.000580196638675926,0.999415153355871,4.65000545306014e-06
sample_222,0.00129233033917571,0.998698735795015,8.93386580896258e-06
sample_223,0.00143384989308232,0.998561604941799,4.54516511885115e-06
sample_224,0.990825484945014,0.000118127426668874,0.00905638762831693
sample_225,0.0276735604531745,0.972322299097524,4.14044930125634e-06
sample_226,0.993517980135569,0.00624552879037544,0.000236491074055312
sample_227,0.856488278583426,0.143496402057337,1.53193592367027e-05
sample_228,7.34514374036097e-05,2.79199598879143e-05,0.999898628602708
sample_229,0.134048857315453,7.25358486846989e-06,0.865943889099678
sample_230,0.000102640835468949,0.999873976265039,2.33828994920365e-05
sample_231,0.993181273382596,0.00659581508303215,0.000222911534372133
sample_232,0.000202418981865841,6.34399713126291e-06,0.999791237021003
sample_233,0.000908428415018948,0.999052511183463,3.90604015181328e-05
sample_234,0.0756657564546778,1.09759188565598e-05,0.924323267626466
sample_235,3.37461941482269e-05,2.96009810752724e-05,0.999936652824777
sample_236,0.997601901402861,0.000893526742864339,0.00150457185427496
sample_237,0.000196175367377186,4.82317055081625e-06,0.999799001462072
sample_238,0.0488276022397465,0.951166672038991,5.7257212622568e-06
sample_239,0.94068392076787,0.0592966319338844,1.94472982459264e-05
sample_240,0.996686481875942,0.000664812581711235,0.00264870554234689
sample_241,0.302519251917368,6.8995631070662e-05,0.697411752451561
sample_242,0.00111074458418637,4.5514364018903e-06,0.998884703979412
sample_243,0.993399311954985,0.000229184847185954,0.00637150319782887
sample_244,0.99756872087917,0.00128896006351047,0.00114231905731937
sample_245,0.000175663839725206,7.70811616438416e-06,0.99981662804411
sample_246,0.00170886080764469,0.998286087751463,5.05144089283101e-06
sample_247,0.996305919175953,0.00352548042738945,0.000168600396657269
sample_248,5.23914267988177e-05,0.999929822205096,1.77863681048961e-05
sample_249,0.0152041572568654,9.03952020880843e-06,0.984786803222926
sample_250,0.990921581179791,0.0089793702768903,9.90485433190788e-05
sample_251,0.907048877997524,0.0929306866333447,2.04353691311596e-05
sample_252,0.0241990964993466,0.975764500378076,3.64031225779519e-05
sample_253,0.240962304644883,0.759028276139498,9.41921561920206e-06
sample_254,0.0761177076882465,0.923875278723449,7.01358830465259e-06
sample_255,0.00358057072160798,7.11448345427564e-06,0.996412314794938
sample_256,0.0440077735724486,0.955984934293786,7.29213376569249e-06
sample_257,9.65842343648311e-05,2.59037845029812e-05,0.999877511981132
sample_258,0.00113316977781417,6.38249665149459e-06,0.998860447725534
sample_259,0.978596265572734,0.0213504121580023,5.33222692636569e-05
sample_260,0.201550084674153,0.798404560677932,4.53546479149501e-05
sample_261,0.998284054684719,0.000845825274098867,0.000870120041181631
sample_262,0.00116090734405332,3.53963080304744e-06,0.998835553025144
sample_263,0.447167022304087,1.04005650237572e-05,0.552822577130889
sample_264,0.0606631019224689,6.00833463572757e-06,0.939330889742895
sample_265,0.995871555181426,0.00402286207805183,0.000105582740522367
sample_266,0.000723327718221522,0.999266514454055,1.01578277239704e-05
sample_267,0.0210142666835431,0.978981757191233,3.97612522425534e-06
sample_268,0.98942688071641,0.0104404933397077,0.000132625943882527
sample_269,0.706968827980047,1.51626563639733e-05,0.29301600936359
sample_270,0.010138080799695,1.15486975709018e-05,0.989850370502734
sample_271,0.988062388703337,0.000156110163710133,0.0117815011329532
sample_272,0.00122538837596607,6.91732374934911e-06,0.998767694300285
sample_273,0.000130427480707982,5.04956916450613e-06,0.999864522950127
sample_274,0.998277060689611,0.000964474058630233,0.000758465251758304
sample_275,0.996997682406154,0.000623672370639035,0.0023786452232073
sample_276,0.985626506530446,0.0142971193403037,7.63741292504938e-05
sample_277,0.00013974176741695,0.99985166027408,8.59795850280085e-06
sample_278,0.00425455997448369,0.995741258016718,4.18200879865434e-06
sample_279,5.18350389180023e-05,0.999915580922377,3.25840387051515e-05
sample_280,0.966119502594107,0.0338453766815088,3.51207243839489e-05
sample_281,0.000899540011117835,0.999096311093844,4.14889503763293e-06
sample_282,0.000397831462932395,3.98658944203453e-06,0.999598181947625
sample_283,0.992439637045684,0.000139977674967377,0.00742038527934857
sample_284,0.820821903080429,0.179167611816746,1.04851028245125e-05
sample_285,0.00930019641810793,4.24301279063042e-06,0.990695560569102
sample_286,0.0186702400665894,7.20769804384306e-06,0.981322552235367
sample_287,0.0891271475203539,0.910867027578177,5.82490146882864e-06
sample_288,0.392875811781074,0.607113742950446,1.04452684796004e-05
sample_289,0.366847714831707,0.633144342761379,7.94240691394456e-06
sample_290,0.969659394911097,0.0303035989593129,3.70061295903481e-05
sample_291,0.00346515641410082,0.996529678911684,5.16467421523906e-06
sample_292,0.00225012323296268,0.997740886781447,8.98998559006274e-06
sample_293,0.599273091643179,0.400715403922212,1.15044346097362e-05
sample_294,0.368437569686165,1.01676109219384e-05,0.631552262702913
sample_295,0.000265164248065068,0.999728393749235,6.44200269983744e-06
sample_296,0.000102067992342357,0.999880923318727,1.70086889301351e-05
sample_297,0.852306192539459,2.71998187098809e-05,0.147666607641831
sample_298,5.81514699855753e-05,7.0270083010253e-06,0.999934821521713
sample_299,0.00232403366043372,4.30322463251285e-06,0.997671663114934
sample_300,0.199325748658197,1.19145262876401e-05,0.800662336815516
sample_301,0.000203468951202451,7.09814652403101e-06,0.999789432902273
sample_302,0.0263481052706143,6.50451202567997e-06,0.97364539021736
sample_303,2.81559334539417e-05,1.5902831277498e-05,0.999955941235268
sample_304,0.00119516908018312,5.62206801325949e-06,0.998799208851804
sample_305,0.525944988545849,0.474025620516239,2.9390937911727e-05
sample_306,0.00456037491933276,0.995431819753124,7.80532754313873e-06
sample_307,0.25849961435616,0.741491752821049,8.63282279070433e-06
sample_308,0.997563081131661,0.0016232882617939,0.000813630606544837
sample_309,0.0931244086122549,0.906861387133386,1.4204254358672e-05
sample_310,0.00116854061434855,0.998827478774325,3.98061132603812e-06
sample_311,0.779557850019267,1.49413947182546e-05,0.220427208586015
sample_312,0.0104783924965196,0.989507517044107,1.40904593738873e-05
sample_313,0.0257964290903241,0.974189641237735,1.39296719405154e-05
sample_314,0.698280679049749,0.301710099395683,9.22155456811844e-06
sample_315,0.0065199148171493,7.31781926119616e-06,0.993472767363589
sample_316,0.013599531007337,5.62180921753296e-06,0.986394847183445
sample_317,0.000166479845346444,5.31670892883931e-06,0.999828203445725
sample_318,0.000181588689182144,4.59831230017493e-06,0.999813812998518
sample_319,0.000282797900999234,6.73977346957481e-06,0.999710462325531
sample_320,0.634399469005994,1.68615658849087e-05,0.365583669428121
sample_321,0.00107861636848952,0.998917324112983,4.0595185278048e-06
sample_322,4.67239998229029e-05,7.92261351371423e-06,0.999945353386664
sample_323,0.848517510224837,1.7779244363553e-05,0.151464710530799
sample_324,2.96828240293466e-05,1.19528666537314e-05,0.999958364309317
sample_325,0.995326139185049,0.000213366055376248,0.00446049475957439
sample_326,0.0371671018857,5.0216245515839e-06,0.962827876489749
sample_327,0.000334154272185594,0.999660332073459,5.51365435485904e-06
sample_328,0.000171168712547634,4.66892878826003e-06,0.999824162358664
sample_329,0.000461113497150055,0.99953245014704,6.43635580948969e-06
sample_330,0.272527478576872,9.55313797475594e-06,0.727462968285153
sample_331,0.99533633019372,0.000207831823561702,0.00445583798271847
sample_332,0.973868799157025,0.0260982096490625,3.29911939120585e-05
sample_333,0.160849972785616,8.11879421510836e-06,0.839141908420169
sample_334,0.0487345577471839,6.4790492530323e-06,0.951258963203563
sample_335,0.00041699980884993,0.999577311973878,5.68821727233279e-06
sample_336,0.00975443246723207,5.22029408728073e-06,0.990240347238681
sample_337,0.0030084006951454,4.06934419818576e-06,0.996987529960656
sample_338,0.30997345841414,0.690015706172557,1.08354133026129e-05
sample_339,0.00141148007292564,6.04958978120343e-06,0.998582470337293
sample_340,0.0413051338383465,1.18691633354831e-05,0.958682996998318
sample_341,0.56492866726303,1.12671206999585e-05,0.43506006561627
sample_342,4.99685720362259e-05,1.06556222654908e-05,0.999939375805698
sample_343,0.997658986563818,0.00136059265851399,0.000980420777668444
sample_344,0.998031454861082,0.000431413519800778,0.00153713161911742
sample_345,0.98557885147478,8.07060639486785e-05,0.0143404424612711
sample_346,0.00153411469222647,0.998458501835208,7.38347256572529e-06
sample_347,0.00955527386013551,7.53657400803387e-06,0.990437189565857
sample_348,0.0942677193896676,0.905726255867231,6.02474310190417e-06
sample_349,0.0524514580368863,0.94754363546079,4.90650232320956e-06
sample_350,0.182102192298566,8.76669942147279e-06,0.817889041002013
sample_351,6.27682891526577e-05,1.1728703714645e-05,0.999925503007133
sample_352,0.0363063356168779,0.963688571651221,5.09273190122511e-06
sample_353,0.145007856707622,0.854984585310509,7.55798186928749e-06
sample_354,0.983047762455539,0.0168736696162902,7.85679281711561e-05
sample_355,0.957716210668785,0.0422401010714045,4.36882598104674e-05
sample_356,0.951181469959691,0.0487930036362159,2.55264040932823e-05
sample_357,0.977624725106865,6.68409862241916e-05,0.0223084339069105
sample_358,0.0752417041797128,6.18301643082608e-06,0.924752112803856
sample_359,0.0215017701446357,0.978483510108848,1.47197465164425e-05
sample_360,0.509039091619388,1.39175092115105e-05,0.4909469908714
sample_361,0.00337639335408464,0.99657301767145,5.05889744657251e-05
sample_362,0.00295179423604935,0.997040524375613,7.68138833736427e-06
sample_363,0.991095132679168,0.00017214384390996,0.00873272347692215
sample_364,0.994464809373586,0.000292742840083698,0.00524244778633056
sample_365,0.178959039500059,0.821013009769883,2.79507300585621e-05
sample_366,0.9816260056478,0.0183026911056625,7.13032465379754e-05
sample_367,0.995041438984403,0.000252574893966058,0.00470598612163131
sample_368,0.947867645726893,3.04741437466843e-05,0.0521018801293604
sample_369,0.010320521623481,6.61242512356908e-06,0.989672865951395
sample_370,0.0600628222921996,6.98951090623714e-06,0.939930188196894
sample_371,0.426191745188208,0.573799235168937,9.01964285471977e-06
sample_372,0.543983102091229,0.455987987139982,2.89107687890321e-05
sample_373,0.000574166199339962,5.1911374522349e-06,0.999420642663208
sample_374,0.415971209224525,1.02576767600185e-05,0.584018533098716
sample_375,0.000298060419854851,0.999692294129618,9.64545052684884e-06
sample_376,0.000116827184928425,5.71164390198249e-06,0.99987746117117
sample_377,0.957608086447059,0.0423628071459586,2.91064069825412e-05
sample_378,0.000453063306806657,4.34458886982005e-06,0.999542592104324
sample_379,0.0531997026976533,0.946794361203192,5.93609915423731e-06
sample_380,0.00622272902241684,9.67844081382173e-06,0.993767592536769
sample_381,0.0809679878232784,0.919024871375565,7.14080115605727e-06
sample_382,0.00958815929941198,5.03551606721403e-06,0.990406805184521
sample_383,0.131623191273895,0.86832724535251,4.95633735956782e-05
sample_384,0.000390914041401743,0.999595760282786,1.3325675812373e-05
sample_385,0.000274794699042382,0.999718860896293,6.34440466422546e-06
sample_386,0.00370462402570161,5.41717284082718e-06,0.996289958801458
sample_387,0.99505049016544,0.00038030070853565,0.00456920912602378
sample_388,0.00800496774682248,0.991987632531023,7.3997221549413e-06
sample_389,0.915832565047558,2.50036203892947e-05,0.0841424313320532
sample_390,0.997767174226071,0.00159469597434722,0.000638129799581992
sample_391,0.995637069978084,0.000457558788689873,0.00390537123322611
sample_392,0.13824538635986,0.861706713422293,4.79002178467317e-05
sample_393,7.17722539588638e-05,1.22387677462633e-05,0.999915988978295
sample_394,0.00025389250006723,0.999733202377029,1.29051229038469e-05
sample_395,0.00517254672523657,0.994823531388922,3.921885840843e-06
sample_396,0.0156261330684644,9.02832261254562e-06,0.984364838608923
sample_397,0.0695939292055941,0.930393187050661,1.28837437448914e-05
sample_398,0.997380280557569,0.00109460200546397,0.00152511743696754
sample_399,0.993504430146802,0.00633805334612818,0.000157516507070289
sample_400,0.0344627624838802,0.965532092328505,5.14518761484229e-06
sample_401,0.00488623956474506,0.995105618257358,8.14217789649216e-06
sample_402,0.000746203956161687,4.52477050438904e-06,0.999249271273334
sample_403,0.0188693982371973,0.981126482795916,4.11896688662618e-06
sample_404,0.13123866260828,0.868695229039144,6.61083525763184e-05
sample_405,0.864015528475855,1.73205353131782e-05,0.135967150988832
sample_406,0.0340858492393918,0.965907991434232,6.15932637634245e-06
sample_407,0.0248612321868892,0.975133310198591,5.45761452025563e-06
sample_408,0.0975087747328423,0.902485726102511,5.4991646469373e-06
sample_409,0.882808388263144,3.88510594539568e-05,0.117152760677402
sample_410,0.82201116810276,0.177977569508161,1.12623890796761e-05
sample_411,0.0159631643315561,0.984025919083672,1.0916584772059e-05
sample_412,0.0117994414300122,1.3860882907238e-05,0.988186697687081
sample_413,0.350310650138064,9.84727298626303e-06,0.64967950258895
sample_414,0.0959265792406583,7.89614253851534e-06,0.904065524616803
sample_415,0.348808710904633,1.28108783188014e-05,0.651178478217048
sample_416,0.994447619207329,0.00541396016951329,0.00013842062315777
sample_417,0.996822307155609,0.00040710635357284,0.00277058649081803
sample_418,0.000747107294791943,9.90500733373143e-06,0.999242987697874
sample_419,0.967259822627498,0.0327021968597318,3.79805127704856e-05
sample_420,0.723048855737011,0.00015935493391202,0.276791789329077
sample_421,0.0617512406415993,0.938243332205199,5.42715320206551e-06
sample_422,2.94833940777477e-05,1.83931188357888e-05,0.999952123487086
sample_423,0.144080709435422,0.855907217171009,1.20733935693155e-05
sample_424,0.124501328693828,1.35076228487e-05,0.875485163683323
sample_425,0.682934594514066,0.317055172443433,1.0233042501252e-05
sample_426,0.997526755596179,0.000596476974405705,0.00187676742941563
sample_427,0.0111269109795848,0.988862910893313,1.01781271022247e-05
sample_428,0.23794885820284,5.16372379091021e-05,0.761999504559251
